,0,3
5331,phu,Phuan
5332,phv,Pahlavani
5333,phw,Phangduwali
5334,pia,Pima Bajo
5335,pib,Yine
5336,pic,Pinji
5337,pid,Piaroa
5338,pie,Piro
5339,pif,Pingelapese
5340,pig,Pisabo
5341,pih,Pitcairn-Norfolk
5342,pii,Pini
5343,pij,Pijao
5344,pil,Yom
5345,pim,Powhatan
5346,pin,Piame
5347,pio,Piapoco
5348,pip,Pero
5349,pir,Piratapuyo
5350,pis,Pijin
5351,pit,Pitta Pitta
5352,piu,Pintupi-Luritja
5353,piv,Pileni
5354,piw,Pimbwe
5355,pix,Piu
5356,piy,Piya-Kwonci
5357,piz,Pije
5358,pjt,Pitjantjatjara
5359,pka,Ardhamāgadhī Prākrit
5360,pkb,Pokomo
5361,pkc,Paekche
5362,pkg,Pak-Tong
5363,pkh,Pankhu
5364,pkn,Pakanha
5365,pko,Pökoot
5366,pkp,Pukapuka
5367,pkr,Attapady Kurumba
5368,pks,Pakistan Sign Language
5369,pkt,Maleng
5370,pku,Paku
5371,pla,Miani
5372,plb,Polonombauk
5373,plc,Central Palawano
5374,pld,Polari
5375,ple,Palu'e
5376,plg,Pilagá
5377,plh,Paulohi
5378,pli,Pali
5379,plj,Polci
5380,plk,Kohistani Shina
5381,pll,Shwe Palaung
5382,pln,Palenquero
5383,plo,Oluta Popoluca
5384,plp,Palpa
5385,plq,Palaic
5386,plr,Palaka Senoufo
5387,pls,San Marcos Tlacoyalco Popoloca
5388,plt,Plateau Malagasy
5389,plu,Palikúr
5390,plv,Southwest Palawano
5391,plw,Brooke's Point Palawano
5392,ply,Bolyu
5393,plz,Paluan
5394,pma,Paama
5395,pmb,Pambia
5396,pmc,Palumata
5397,pmd,Pallanganmiddang
5398,pme,Pwaamei
5399,pmf,Pamona
5400,pmh,Māhārāṣṭri Prākrit
5401,pmi,Northern Pumi
5402,pmj,Southern Pumi
5403,pmk,Pamlico
5404,pml,Lingua Franca
5405,pmm,Pomo
5406,pmn,Pam
5407,pmo,Pom
5408,pmq,Northern Pame
5409,pmr,Paynamar
5410,pms,Piemontese
5411,pmt,Tuamotuan
5412,pmu,Mirpur Panjabi
5413,pmw,Plains Miwok
5414,pmx,Poumei Naga
5415,pmy,Papuan Malay
5416,pmz,Southern Pame
5417,pna,Punan Bah-Biau
5418,pnb,Western Panjabi
5419,pnc,Pannei
5420,pne,Western Penan
5421,png,Pongu
5422,pnh,Penrhyn
5423,pni,Aoheng
5424,pnj,Pinjarup
5425,pnk,Paunaka
5426,pnl,Paleni
5427,pnm,Punan Batu 1
5428,pnn,Pinai-Hagahai
5429,pno,Panobo
5430,pnp,Pancana
5431,pnq,Pana (Burkina Faso)
5432,pnr,Panim
5433,pns,Ponosakan
5434,pnt,Pontic
5435,pnu,Jiongnai Bunu
5436,pnv,Pinigura
5437,pnw,Panytyima
5438,pnx,Phong-Kniang
5439,pny,Pinyin
5440,pnz,Pana (Central African Republic)
5441,poc,Poqomam
5442,pod,Ponares
5443,poe,San Juan Atzingo Popoloca
5444,pof,Poke
5445,pog,Potiguára
5446,poh,Poqomchi'
5447,poi,Highland Popoluca
5448,pok,Pokangá
5449,pol,Polish
5450,pom,Southeastern Pomo
5451,pon,Pohnpeian
5452,poo,Central Pomo
5453,pop,Pwapwâ
5454,poq,Texistepec Popoluca
5455,por,Portuguese
5456,pos,Sayula Popoluca
5457,pot,Potawatomi
5458,pov,Upper Guinea Crioulo
5459,pow,San Felipe Otlaltepec Popoloca
5460,pox,Polabian
5461,poy,Pogolo
5462,ppa,Pao
5463,ppe,Papi
5464,ppi,Paipai
5465,ppk,Uma
5466,ppl,Pipil
5467,ppm,Papuma
5468,ppn,Papapana
5469,ppo,Folopa
5470,ppp,Pelende
5471,ppq,Pei
5472,ppr,Piru
5473,pps,San Luís Temalacayuca Popoloca
5474,ppt,Pare
5475,ppu,Papora
5476,pqa,Pa'a
5477,pqm,Malecite-Passamaquoddy
5478,pra,Prakrit languages
5479,prb,Lua'
5480,prc,Parachi
5481,prd,Parsi-Dari
5482,pre,Principense
5483,prf,Paranan
5484,prg,Prussian
5485,prh,Porohanon
5486,pri,Paicî
5487,prk,Parauk
5488,prl,Peruvian Sign Language
5489,prm,Kibiri
5490,prn,Prasuni
5491,pro,Old Provençal (to 1500)
5492,prp,Parsi
5493,prq,Ashéninka Perené
5494,prr,Puri
5495,prs,Dari
5496,prt,Phai
5497,pru,Puragi
5498,prw,Parawen
5499,prx,Purik
5500,pry,Pray 3
5501,prz,Providencia Sign Language
5502,psa,Asue Awyu
5503,psc,Persian Sign Language
5504,psd,Plains Indian Sign Language
5505,pse,Central Malay
5506,psg,Penang Sign Language
5507,psh,Southwest Pashai
5508,psi,Southeast Pashai
5509,psl,Puerto Rican Sign Language
5510,psm,Pauserna
5511,psn,Panasuan
5512,pso,Polish Sign Language
5513,psp,Philippine Sign Language
5514,psq,Pasi
5515,psr,Portuguese Sign Language
5516,pss,Kaulong
5517,pst,Central Pashto
5518,psu,Sauraseni Prākrit
5519,psw,Port Sandwich
5520,psy,Piscataway
5521,pta,Pai Tavytera
5522,pth,Pataxó Hã-Ha-Hãe
5523,pti,Pintiini
5524,ptn,Patani
5525,pto,Zo'é
5526,ptp,Patep
5527,ptq,Pattapu
5528,ptr,Piamatsina
5529,ptt,Enrekang
5530,ptu,Bambam
5531,ptv,Port Vato
5532,ptw,Pentlatch
5533,pty,Pathiya
5534,pua,Western Highland Purepecha
5535,pub,Purum
5536,puc,Punan Merap
5537,pud,Punan Aput
5538,pue,Puelche
5539,puf,Punan Merah
5540,pug,Phuie
5541,pui,Puinave
5542,puj,Punan Tubu
5543,puk,Pu Ko
5544,pum,Puma
5545,puo,Puoc
5546,pup,Pulabu
5547,puq,Puquina
5548,pur,Puruborá
5549,pus,Pushto
5550,put,Putoh
5551,puu,Punu
5552,puw,Puluwatese
5553,pux,Puare
5554,puy,Purisimeño
5555,puz,Purum Naga
5556,pwa,Pawaia
5557,pwb,Panawa
5558,pwg,Gapapaiwa
5559,pwi,Patwin
5560,pwm,Molbog
5561,pwn,Paiwan
5562,pwo,Pwo Western Karen
5563,pwr,Powari
5564,pww,Pwo Northern Karen
5565,pxm,Quetzaltepec Mixe
5566,pye,Pye Krumen
5567,pym,Fyam
5568,pyn,Poyanáwa
5569,pys,Paraguayan Sign Language
5570,pyu,Puyuma
5571,pyx,Pyu (Myanmar)
5572,pyy,Pyen
5573,pzn,Para Naga
5574,qua,Quapaw
5575,qub,Huallaga Huánuco Quechua
5576,quc,K'iche'
5577,qud,Calderón Highland Quichua
5578,que,Quechua
5579,quf,Lambayeque Quechua
5580,qug,Chimborazo Highland Quichua
5581,quh,South Bolivian Quechua
5582,qui,Quileute
5583,quk,Chachapoyas Quechua
5584,qul,North Bolivian Quechua
5585,qum,Sipacapense
5586,qun,Quinault
5587,qup,Southern Pastaza Quechua
5588,quq,Quinqui
5589,qur,Yanahuanca Pasco Quechua
5590,qus,Santiago del Estero Quichua
5591,quv,Sacapulteco
5592,quw,Tena Lowland Quichua
5593,qux,Yauyos Quechua
5594,quy,Ayacucho Quechua
5595,quz,Cusco Quechua
5596,qva,Ambo-Pasco Quechua
5597,qvc,Cajamarca Quechua
5598,qve,Eastern Apurímac Quechua
5599,qvh,Huamalíes-Dos de Mayo Huánuco Quechua
5600,qvi,Imbabura Highland Quichua
5601,qvj,Loja Highland Quichua
5602,qvl,Cajatambo North Lima Quechua
5603,qvm,Margos-Yarowilca-Lauricocha Quechua
5604,qvn,North Junín Quechua
5605,qvo,Napo Lowland Quechua
5606,qvp,Pacaraos Quechua
5607,qvs,San Martín Quechua
5608,qvw,Huaylla Wanca Quechua
5609,qvy,Queyu
5610,qvz,Northern Pastaza Quichua
5611,qwa,Corongo Ancash Quechua
5612,qwc,Classical Quechua
5613,qwh,Huaylas Ancash Quechua
5614,qwm,Kuman (Russia)
5615,qws,Sihuas Ancash Quechua
5616,qwt,Kwalhioqua-Tlatskanai
5617,qxa,Chiquián Ancash Quechua
5618,qxc,Chincha Quechua
5619,qxh,Panao Huánuco Quechua
5620,qxl,Salasaca Highland Quichua
5621,qxn,Northern Conchucos Ancash Quechua
5622,qxo,Southern Conchucos Ancash Quechua
5623,qxp,Puno Quechua
5624,qxq,Qashqa'i
5625,qxr,Cañar Highland Quichua
5626,qxs,Southern Qiang
5627,qxt,Santa Ana de Tusi Pasco Quechua
5628,qxu,Arequipa-La Unión Quechua
5629,qxw,Jauja Wanca Quechua
5630,qya,Quenya
5631,qyp,Quiripi
5632,raa,Dungmali
5633,rab,Camling
5634,rac,Rasawa
5635,rad,Rade
5636,raf,Western Meohang
5637,rag,Logooli
5638,rah,Rabha
5639,rai,Ramoaaina
5640,raj,Rajasthani
5641,rak,Tulu-Bohuai
5642,ral,Ralte
5643,ram,Canela
5644,ran,Riantana
5645,rao,Rao
5646,rap,Rapanui
5647,raq,Saam
5648,rar,Rarotongan
5649,ras,Tegali
5650,rat,Razajerdi
5651,rau,Raute
5652,rav,Sampang
5653,raw,Rawang
5654,rax,Rang
5655,ray,Rapa
5656,raz,Rahambuu
5657,rbb,Rumai Palaung
5658,rbk,Northern Bontok
5659,rbl,Miraya Bikol
5660,rbp,Barababaraba
5661,rcf,Réunion Creole French
5662,rdb,Rudbari
5663,rea,Rerau
5664,reb,Rembong
5665,ree,Rejang Kayan
5666,reg,Kara (Tanzania)
5667,rei,Reli
5668,rej,Rejang
5669,rel,Rendille
5670,rem,Remo
5671,ren,Rengao
5672,rer,Rer Bare
5673,res,Reshe
5674,ret,Retta
5675,rey,Reyesano
5676,rga,Roria
5677,rge,Romano-Greek
5678,rgk,Rangkas
5679,rgn,Romagnol
5680,rgr,Resígaro
5681,rgs,Southern Roglai
5682,rgu,Ringgou
5683,rhg,Rohingya
5684,rhp,Yahang
5685,ria,Riang (India)
5686,rie,Rien
5687,rif,Tarifit
5688,ril,Riang (Myanmar)
5689,rim,Nyaturu
5690,rin,Nungu
5691,rir,Ribun
5692,rit,Ritarungo
5693,riu,Riung
5694,rjg,Rajong
5695,rji,Raji
5696,rjs,Rajbanshi
5697,rka,Kraol
5698,rkb,Rikbaktsa
5699,rkh,Rakahanga-Manihiki
5700,rki,Rakhine
5701,rkm,Marka
5702,rkt,Rangpuri
5703,rkw,Arakwal
5704,rma,Rama
5705,rmb,Rembarunga
5706,rmc,Carpathian Romani
5707,rmd,Traveller Danish
5708,rme,Angloromani
5709,rmf,Kalo Finnish Romani
5710,rmg,Traveller Norwegian
5711,rmh,Murkim
5712,rmi,Lomavren
5713,rmk,Romkun
5714,rml,Baltic Romani
5715,rmm,Roma
5716,rmn,Balkan Romani
5717,rmo,Sinte Romani
5718,rmp,Rempi
5719,rmq,Caló
5720,rms,Romanian Sign Language
5721,rmt,Domari
5722,rmu,Tavringer Romani
5723,rmv,Romanova
5724,rmw,Welsh Romani
5725,rmx,Romam
5726,rmy,Vlax Romani
5727,rmz,Marma
5728,rna,Runa
5729,rnd,Ruund
5730,rng,Ronga
5731,rnl,Ranglong
5732,rnn,Roon
5733,rnp,Rongpo
5734,rnr,Nari Nari
5735,rnw,Rungwa
5736,roa,Romance languages
5737,rob,Tae'
5738,roc,Cacgia Roglai
5739,rod,Rogo
5740,roe,Ronji
5741,rof,Rombo
5742,rog,Northern Roglai
5743,roh,Romansh
5744,rol,Romblomanon
5745,rom,Romany
5746,ron,Romanian
5747,roo,Rotokas
5748,rop,Kriol
5749,ror,Rongga
5750,rou,Runga
5751,row,Dela-Oenale
5752,rpn,Repanbitip
5753,rpt,Rapting
5754,rri,Ririo
5755,rro,Waima
5756,rrt,Arritinngithigh
5757,rsb,Romano-Serbian
5758,rsi,Rennellese Sign Language
5759,rsl,Russian Sign Language
5760,rsm,Miriwoong Sign Language
5761,rtc,Rungtu Chin
5762,rth,Ratahan
5763,rtm,Rotuman
5764,rts,Yurats
5765,rtw,Rathawi
5766,rub,Gungu
5767,ruc,Ruuli
5768,rue,Rusyn
5769,ruf,Luguru
5770,rug,Roviana
5771,ruh,Ruga
5772,rui,Rufiji
5773,ruk,Che
5774,run,Rundi
5775,ruo,Istro Romanian
5776,rup,Macedo-Romanian
5777,ruq,Megleno Romanian
5778,rus,Russian
5779,rut,Rutul
5780,ruu,Lanas Lobu
5781,ruy,Mala (Nigeria)
5782,ruz,Ruma
5783,rwa,Rawo
5784,rwk,Rwa
5785,rwm,Amba (Uganda)
5786,rwo,Rawa
5787,rwr,Marwari (India)
5788,rxd,Ngardi
5789,rxw,Karuwali
5790,ryn,Northern Amami-Oshima
5791,rys,Yaeyama
5792,ryu,Central Okinawan
5793,rzh,Rāziḥī
5794,saa,Saba
5795,sab,Buglere
5796,sac,Meskwaki
5797,sad,Sandawe
5798,sae,Sabanê
5799,saf,Safaliba
5800,sag,Sango
5801,sah,Yakut
5802,sai,South American Indian (Other)
5803,saj,Sahu
5804,sak,Sake
5805,sal,Salishan languages
5806,sam,Samaritan Aramaic
5807,san,Sanskrit
5808,sao,Sause
5809,sap,Sanapaná
5810,saq,Samburu
5811,sar,Saraveca
5812,sas,Sasak
5813,sat,Santali
5814,sau,Saleman
5815,sav,Saafi-Saafi
5816,saw,Sawi
5817,sax,Sa
5818,say,Saya
5819,saz,Saurashtra
5820,sba,Ngambay
5821,sbb,Simbo
5822,sbc,Kele (Papua New Guinea)
5823,sbd,Southern Samo
5824,sbe,Saliba
5825,sbf,Chabu
5826,sbg,Seget
5827,sbh,Sori-Harengan
5828,sbi,Seti
5829,sbj,Surbakhal
5830,sbk,Safwa
5831,sbl,Botolan Sambal
5832,sbm,Sagala
5833,sbn,Sindhi Bhil
5834,sbo,Sabüm
5835,sbp,Sangu (Tanzania)
5836,sbq,Sileibi
5837,sbr,Sembakung Murut
5838,sbs,Subiya
5839,sbt,Kimki
5840,sbu,Stod Bhoti
5841,sbv,Sabine
5842,sbw,Simba
5843,sbx,Seberuang
5844,sby,Soli
5845,sbz,Sara Kaba
5846,sca,Sansu
5847,scb,Chut
5848,sce,Dongxiang
5849,scf,San Miguel Creole French
5850,scg,Sanggau
5851,sch,Sakachep
5852,sci,Sri Lankan Creole Malay
5853,sck,Sadri
5854,scl,Shina
5855,scn,Sicilian
5856,sco,Scots
5857,scp,Helambu Sherpa
5858,scq,Sa'och
5859,scs,North Slavey
5860,scu,Shumcho
5861,scv,Sheni
5862,scw,Sha
5863,scx,Sicel
5864,sda,Toraja-Sa'dan
5865,sdb,Shabak
5866,sdc,Sassarese Sardinian
5867,sde,Surubu
5868,sdf,Sarli
5869,sdg,Savi
5870,sdh,Southern Kurdish
5871,sdj,Suundi
5872,sdk,Sos Kundi
5873,sdl,Saudi Arabian Sign Language
5874,sdm,Semandang
5875,sdn,Gallurese Sardinian
5876,sdo,Bukar-Sadung Bidayuh
5877,sdp,Sherdukpen
5878,sdr,Oraon Sadri
5879,sds,Sened
5880,sdt,Shuadit
5881,sdu,Sarudu
5882,sdx,Sibu Melanau
5883,sdz,Sallands
5884,sea,Semai
5885,seb,Shempire Senoufo
5886,sec,Sechelt
5887,sed,Sedang
5888,see,Seneca
5889,sef,Cebaara Senoufo
5890,seg,Segeju
5891,seh,Sena
5892,sei,Seri
5893,sej,Sene
5894,sek,Sekani
5895,sel,Selkup
5896,sem,Semitic languages
5897,sen,Nanerigé Sénoufo
5898,seo,Suarmin
5899,sep,Sìcìté Sénoufo
5900,seq,Senara Sénoufo
5901,ser,Serrano
5902,ses,Koyraboro Senni Songhai
5903,set,Sentani
5904,seu,Serui-Laut
5905,sev,Nyarafolo Senoufo
5906,sew,Sewa Bay
5907,sey,Secoya
5908,sez,Senthang Chin
5909,sfb,Langue des signes de Belgique Francophone
5910,sfe,Eastern Subanen
5911,sfm,Small Flowery Miao
5912,sfs,South African Sign Language
5913,sfw,Sehwi
5914,sga,Old Irish (to 900)
5915,sgb,Mag-antsi Ayta
5916,sgc,Kipsigis
5917,sgd,Surigaonon
5918,sge,Segai
5919,sgg,Swiss-German Sign Language
5920,sgh,Shughni
5921,sgi,Suga
5922,sgj,Surgujia
5923,sgk,Sangkong
5924,sgm,Singa
5925,sgn,Sign Languages
5926,sgo,Songa
5927,sgp,Singpho
5928,sgr,Sangisari
5929,sgs,Samogitian
5930,sgt,Brokpake
5931,sgu,Salas
5932,sgw,Sebat Bet Gurage
5933,sgx,Sierra Leone Sign Language
5934,sgy,Sanglechi
5935,sgz,Sursurunga
5936,sha,Shall-Zwall
5937,shb,Ninam
5938,shc,Sonde
5939,shd,Kundal Shahi
5940,she,Sheko
5941,shg,Shua
5942,shh,Shoshoni
5943,shi,Tachelhit
5944,shj,Shatt
5945,shk,Shilluk
5946,shl,Shendu
5947,shm,Shahrudi
5948,shn,Shan
5949,sho,Shanga
5950,shp,Shipibo-Conibo
5951,shq,Sala
5952,shr,Shi
5953,shs,Shuswap
5954,sht,Shasta
5955,shu,Chadian Arabic
5956,shv,Shehri
5957,shw,Shwai
5958,shx,She
5959,shy,Tachawit
5960,shz,Syenara Senoufo
5961,sia,Akkala Sami
5962,sib,Sebop
5963,sid,Sidamo
5964,sie,Simaa
5965,sif,Siamou
5966,sig,Paasaal
5967,sih,Zire
5968,sii,Shom Peng
5969,sij,Numbami
5970,sik,Sikiana
5971,sil,Tumulung Sisaala
5972,sim,Mende (Papua New Guinea)
5973,sin,Sinhala
5974,sio,Siouan languages
5975,sip,Sikkimese
5976,siq,Sonia
5977,sir,Siri
5978,sis,Siuslaw
5979,sit,Sino-Tibetan languages
5980,siu,Sinagen
5981,siv,Sumariup
5982,siw,Siwai
5983,six,Sumau
5984,siy,Sivandi
5985,siz,Siwi
5986,sja,Epena
5987,sjb,Sajau Basap
5988,sjd,Kildin Sami
5989,sje,Pite Sami
5990,sjg,Assangori
5991,sjk,Kemi Sami
5992,sjl,Sajalong
5993,sjm,Mapun
5994,sjn,Sindarin
5995,sjo,Xibe
5996,sjp,Surjapuri
5997,sjr,Siar-Lak
5998,sjs,Senhaja De Srair
5999,sjt,Ter Sami
6000,sju,Ume Sami
6001,sjw,Shawnee
6002,ska,Skagit
6003,skb,Saek
6004,skc,Ma Manda
6005,skd,Southern Sierra Miwok
6006,ske,Seke (Vanuatu)
6007,skf,Sakirabiá
6008,skg,Sakalava Malagasy
6009,skh,Sikule
6010,ski,Sika
6011,skj,Seke (Nepal)
6012,skk,Sok
6013,skm,Kutong
6014,skn,Kolibugan Subanon
6015,sko,Seko Tengah
6016,skp,Sekapan
6017,skq,Sininkere
6018,skr,Saraiki
6019,sks,Maia
6020,skt,Sakata
6021,sku,Sakao
6022,skv,Skou
6023,skw,Skepi Creole Dutch
6024,skx,Seko Padang
6025,sky,Sikaiana
6026,skz,Sekar
6027,sla,Slavic languages
6028,slc,Sáliba
6029,sld,Sissala
6030,sle,Sholaga
6031,slf,Swiss-Italian Sign Language
6032,slg,Selungai Murut
6033,slh,Southern Puget Sound Salish
6034,sli,Lower Silesian
6035,slj,Salumá
6036,slk,Slovak
6037,sll,Salt-Yui
6038,slm,Pangutaran Sama
6039,sln,Salinan
6040,slp,Lamaholot
6041,slq,Salchuq
6042,slr,Salar
6043,sls,Singapore Sign Language
6044,slt,Sila
6045,slu,Selaru
6046,slv,Slovenian
6047,slw,Sialum
6048,slx,Salampasu
6049,sly,Selayar
6050,slz,Ma'ya
6051,sma,Southern Sami
6052,smb,Simbari
6053,smc,Som
6054,smd,Sama
6055,sme,Northern Sami
6056,smf,Auwe
6057,smg,Simbali
6058,smh,Samei
6059,smi,Sami languages
6060,smj,Lule Sami
6061,smk,Bolinao
6062,sml,Central Sama
6063,smm,Musasa
6064,smn,Inari Sami
6065,smo,Samoan
6066,smp,Samaritan
6067,smq,Samo
6068,smr,Simeulue
6069,sms,Skolt Sami
6070,smt,Simte
6071,smu,Somray
6072,smv,Samvedi
6073,smw,Sumbawa
6074,smx,Samba
6075,smy,Semnani
6076,smz,Simeku
6077,sna,Shona
6078,snb,Sebuyau
6079,snc,Sinaugoro
6080,snd,Sindhi
6081,sne,Bau Bidayuh
6082,snf,Noon
6083,sng,Sanga (Democratic Republic of Congo)
6084,snh,Shinabo
6085,sni,Sensi
6086,snj,Riverain Sango
6087,snk,Soninke
6088,snl,Sangil
6089,snm,Southern Ma'di
6090,snn,Siona
6091,sno,Snohomish
6092,snp,Siane
6093,snq,Sangu (Gabon)
6094,snr,Sihan
6095,sns,South West Bay
6096,snu,Senggi
6097,snv,Sa'ban
6098,snw,Selee
6099,snx,Sam
6100,sny,Saniyo-Hiyewe
6101,snz,Sinsauru
6102,soa,Thai Song
6103,sob,Sobei
6104,soc,So (Democratic Republic of Congo)
6105,sod,Songoora
6106,soe,Songomeno
6107,sog,Sogdian
6108,soh,Aka
6109,soi,Sonha
6110,soj,Soi
6111,sok,Sokoro
6112,sol,Solos
6113,som,Somali
6114,son,Songhai languages
6115,soo,Songo
6116,sop,Songe
6117,soq,Kanasi
6118,sor,Somrai
6119,sos,Seeku
6120,sot,Southern Sotho
6121,sou,Southern Thai
6122,sov,Sonsorol
6123,sow,Sowanda
6124,sox,Swo
6125,soy,Miyobe
6126,soz,Temi
6127,spa,Spanish
6128,spb,Sepa (Indonesia)
6129,spc,Sapé
6130,spd,Saep
6131,spe,Sepa (Papua New Guinea)
6132,spg,Sian
6133,spi,Saponi
6134,spk,Sengo
6135,spl,Selepet
6136,spm,Akukem
6137,spn,Sanapaná
6138,spo,Spokane
6139,spp,Supyire Senoufo
6140,spq,Loreto-Ucayali Spanish
6141,spr,Saparua
6142,sps,Saposa
6143,spt,Spiti Bhoti
6144,spu,Sapuan
6145,spv,Sambalpuri
6146,spx,South Picene
6147,spy,Sabaot
6148,sqa,Shama-Sambuga
6149,sqh,Shau
6150,sqi,Albanian
6151,sqk,Albanian Sign Language
6152,sqm,Suma
6153,sqn,Susquehannock
6154,sqo,Sorkhei
6155,sqq,Sou
6156,sqr,Siculo Arabic
6157,sqs,Sri Lankan Sign Language
6158,sqt,Soqotri
6159,squ,Squamish
6160,sra,Saruga
6161,srb,Sora
6162,src,Logudorese Sardinian
6163,srd,Sardinian
6164,sre,Sara
6165,srf,Nafi
6166,srg,Sulod
6167,srh,Sarikoli
6168,sri,Siriano
6169,srk,Serudung Murut
6170,srl,Isirawa
6171,srm,Saramaccan
6172,srn,Sranan Tongo
6173,sro,Campidanese Sardinian
6174,srp,Serbian
6175,srq,Sirionó
6176,srr,Serer
6177,srs,Sarsi
6178,srt,Sauri
6179,sru,Suruí
6180,srv,Southern Sorsoganon
6181,srw,Serua
6182,srx,Sirmauri
6183,sry,Sera
6184,srz,Shahmirzadi
6185,ssa,Nilo-Saharan languages
6186,ssb,Southern Sama
6187,ssc,Suba-Simbiti
6188,ssd,Siroi
6189,sse,Balangingi
6190,ssf,Thao
6191,ssg,Seimat
6192,ssh,Shihhi Arabic
6193,ssi,Sansi
6194,ssj,Sausi
6195,ssk,Sunam
6196,ssl,Western Sisaala
6197,ssm,Semnam
6198,ssn,Waata
6199,sso,Sissano
6200,ssp,Spanish Sign Language
6201,ssq,So'a
6202,ssr,Swiss-French Sign Language
6203,sss,Sô
6204,sst,Sinasina
6205,ssu,Susuami
6206,ssv,Shark Bay
6207,ssw,Swati
6208,ssx,Samberigi
6209,ssy,Saho
6210,ssz,Sengseng
6211,sta,Settla
6212,stb,Northern Subanen
6213,std,Sentinel
6214,ste,Liana-Seti
6215,stf,Seta
6216,stg,Trieng
6217,sth,Shelta
6218,sti,Bulo Stieng
6219,stj,Matya Samo
6220,stk,Arammba
6221,stl,Stellingwerfs
6222,stm,Setaman
6223,stn,Owa
6224,sto,Stoney
6225,stp,Southeastern Tepehuan
6226,stq,Saterfriesisch
6227,str,Straits Salish
6228,sts,Shumashti
6229,stt,Budeh Stieng
6230,stu,Samtao
6231,stv,Silt'e
6232,stw,Satawalese
6233,sty,Siberian Tatar
6234,sua,Sulka
6235,sub,Suku
6236,suc,Western Subanon
6237,sue,Suena
6238,sug,Suganga
6239,sui,Suki
6240,suj,Shubi
6241,suk,Sukuma
6242,sun,Sundanese
6243,suq,Suri
6244,sur,Mwaghavul
6245,sus,Susu
6246,sut,Subtiaba
6247,suv,Puroik
6248,suw,Sumbwa
6249,sux,Sumerian
6250,suy,Suyá
6251,suz,Sunwar
6252,sva,Svan
6253,svb,Ulau-Suain
6254,svc,Vincentian Creole English
6255,sve,Serili
6256,svk,Slovakian Sign Language
6257,svm,Slavomolisano
6258,svr,Savara
6259,svs,Savosavo
6260,svx,Skalvian
6261,swa,Swahili (macrolanguage)
6262,swb,Maore Comorian
6263,swc,Congo Swahili
6264,swe,Swedish
6265,swf,Sere
6266,swg,Swabian
6267,swh,Swahili (individual language)
6268,swi,Sui
6269,swj,Sira
6270,swk,Malawi Sena
6271,swl,Swedish Sign Language
6272,swm,Samosa
6273,swn,Sawknah
6274,swo,Shanenawa
6275,swp,Suau
6276,swq,Sharwa
6277,swr,Saweru
6278,sws,Seluwasan
6279,swt,Sawila
6280,swu,Suwawa
6281,swv,Shekhawati
6282,sww,Sowa
6283,swx,Suruahá
6284,swy,Sarua
6285,sxb,Suba
6286,sxc,Sicanian
6287,sxe,Sighu
6288,sxg,Shixing
6289,sxk,Southern Kalapuya
6290,sxl,Selian
6291,sxm,Samre
6292,sxn,Sangir
6293,sxo,Sorothaptic
6294,sxr,Saaroa
6295,sxs,Sasaru
6296,sxu,Upper Saxon
6297,sxw,Saxwe Gbe
6298,sya,Siang
6299,syb,Central Subanen
6300,syc,Classical Syriac
6301,syi,Seki
6302,syk,Sukur
6303,syl,Sylheti
6304,sym,Maya Samo
6305,syn,Senaya
6306,syo,Suoy
6307,syr,Syriac
6308,sys,Sinyar
6309,syw,Kagate
6310,syx,Samay
6311,syy,Al-Sayyid Bedouin Sign Language
6312,sza,Semelai
6313,szb,Ngalum
6314,szc,Semaq Beri
6315,szd,Seru
6316,sze,Seze
6317,szg,Sengele
6318,szl,Silesian
6319,szn,Sula
6320,szp,Suabo
6321,szv,Isu (Fako Division)
6322,szw,Sawai
6323,taa,Lower Tanana
6324,tab,Tabassaran
6325,tac,Lowland Tarahumara
6326,tad,Tause
6327,tae,Tariana
6328,taf,Tapirapé
6329,tag,Tagoi
6330,tah,Tahitian
6331,tai,Tai languages
6332,taj,Eastern Tamang
6333,tak,Tala
6334,tal,Tal
6335,tam,Tamil
6336,tan,Tangale
6337,tao,Yami
6338,tap,Taabwa
6339,taq,Tamasheq
6340,tar,Central Tarahumara
6341,tas,Tay Boi
6342,tat,Tatar
6343,tau,Upper Tanana
6344,tav,Tatuyo
6345,taw,Tai
6346,tax,Tamki
6347,tay,Atayal
6348,taz,Tocho
6349,tba,Aikanã
6350,tbb,Tapeba
6351,tbc,Takia
6352,tbd,Kaki Ae
6353,tbe,Tanimbili
6354,tbf,Mandara
6355,tbg,North Tairora
6356,tbh,Thurawal
6357,tbi,Gaam
6358,tbj,Tiang
6359,tbk,Calamian Tagbanwa
6360,tbl,Tboli
6361,tbm,Tagbu
6362,tbn,Barro Negro Tunebo
6363,tbo,Tawala
6364,tbp,Taworta
6365,tbr,Tumtum
6366,tbs,Tanguat
6367,tbt,Tembo (Kitembo)
6368,tbu,Tubar
6369,tbv,Tobo
6370,tbw,Tagbanwa
6371,tbx,Kapin
6372,tby,Tabaru
6373,tbz,Ditammari
6374,tca,Ticuna
6375,tcb,Tanacross
6376,tcc,Datooga
6377,tcd,Tafi
6378,tce,Southern Tutchone
6379,tcf,Malinaltepec Me'phaa
6380,tcg,Tamagario
6381,tch,Turks And Caicos Creole English
6382,tci,Wára
6383,tck,Tchitchege
6384,tcl,Taman (Myanmar)
6385,tcm,Tanahmerah
6386,tcn,Tichurong
6387,tco,Taungyo
6388,tcp,Tawr Chin
6389,tcq,Kaiy
