,SSYK 2012 kod,Yrkesbenämning
7394,7223,"Ställare, metall"
7395,8143,"Ställare, pappersvaruindustri"
7396,8142,"Ställare, plast"
7397,8122,"Ställare, valsverk"
7398,7116,Ställningsbyggare
7399,7116,Ställningsmontör
7400,7413,Ställverksmontör
7401,2652,Stämledare
7402,4212,Stämningsman
7403,8141,"Stämpelarbetare, gummistämplar"
7404,7319,Stämpelgravör
7405,9320,"Stämplare, varumärkning"
7406,9310,Stängselmontör
7407,4430,Stödförälder
7408,4430,Stödperson
7409,4119,"Störningshandläggare, bostadsföretag"
7410,3433,Sufflör
7411,8332,Sug- och spolbilsförare
7412,8159,Sulare
7413,8159,Sulberedare
7414,8159,Sulpressare
7415,8159,Sulskärflare
7416,3114,"Supportingenjör, fordon"
7417,3512,"Supportingenjör, IT"
7418,3512,"Supportspecialist, IT"
7419,7223,Supportsvarvare
7420,3512,"Supporttekniker, IT"
7421,3512,"Supporttekniker, mobiltelefoni"
7422,3113,"Supporttekniker, styrsystem"
7423,7223,Supporttryckare
7424,7420,Svagströmselektriker
7425,7420,Svagströmsmontör
7426,8129,Svalbäddsskötare
7427,6112,Svampodlare
7428,7223,"Svarvare, metall"
7429,7523,"Svarvare, trä"
7430,2643,Svensktextare
7431,7212,"Svetsare, arcatom-"
7432,7212,"Svetsare, argonbåge-"
7433,7223,"Svetsare, automat-"
7434,7223,"Svetsare, bränn-"
7435,7212,"Svetsare, båg-"
7436,7212,"Svetsare, el-"
7437,7212,"Svetsare, gas-"
7438,7212,"Svetsare, gasbåge-"
7439,7212,"Svetsare, licens-"
7440,7212,"Svetsare, MAG-"
7441,7223,"Svetsare, mantel-"
7442,7223,"Svetsare, maskin-"
7443,7212,"Svetsare, MIG-"
7444,7212,"Svetsare, ospec"
7445,8142,"Svetsare, plast-"
7446,7223,"Svetsare, punkt-"
7447,7223,"Svetsare, robot-"
7448,7212,"Svetsare, rör"
7449,7212,"Svetsare, spår"
7450,7223,"Svetsare, söm-"
7451,7212,"Svetsare, TIG-"
7452,2144,Svetsingenjör
7453,7223,Svetsoperatör
7454,3114,Svetstekniker
7455,6121,Svinskötare
7456,6121,Svinuppfödare
7457,3439,Svärdslukare
7458,7619,"Sylttillverkare, gårdstillverkning"
7459,7420,Symaskinsreparatör
7460,2422,Synkonsulent
7461,2351,Synpedagog
7462,8159,Syntetspinnare
7463,2352,Syofunktionär
7464,2352,Syokonsulent
7465,5349,Sysselsättningshandledare
7466,3513,"Systemadministratör, dataspecialist"
7467,3513,"Systemadministratör, datatekniker"
7468,2511,Systemanalytiker
7469,2515,Systemansvarig
7470,2511,Systemarkitekt
7471,2515,Systemchef
7472,2512,Systemdesigner
7473,2512,Systemerare
7474,2519,"Systemexpert, IT"
7475,2515,Systemförvaltare
7476,2519,"Systemingenjör, data"
7477,2144,"Systemingenjör, styr/reglerteknik"
7478,3514,Systeminstallatör
7479,2144,Systemintegratör
7480,2512,Systemkonstruktör
7481,2515,Systemmanager
7482,3511,Systemoperatör
7483,7322,"Systemoperatör, tryckeri"
7484,2512,Systemprogrammerare
7485,2514,Systemtestare
7486,2511,Systemutredare
7487,2512,Systemutvecklare
7488,7223,"Sågare, metall"
7489,8173,"Sågare, sågverk"
7490,8173,Sågfaktor
7491,8173,"Sågmästare, sågverk"
7492,8173,Sågoperatör
7493,8189,"Sågoperatör, istillverkning"
7494,8173,Sågverksarbetare
7495,8173,Sågverksoperatör
7496,3119,Sågverkstekniker
7497,2652,"Sångare, folkmusik"
7498,2652,"Sångare, klassisk musik"
7499,2652,"Sångare, konstmusik"
7500,2652,"Sångare, populärmusik"
7501,2359,Sångpedagog
7502,8161,Såsberedare
7503,8181,Säckfyllare
7504,8143,Säckmaskinskötare
7505,2516,"Säkerhetsadministratör, IT"
7506,2516,"Säkerhetsanalytiker, IT"
7507,2516,"Säkerhetsansvarig, IT"
7508,1291,"Säkerhetschef, funktions- eller mellanchef"
7509,1292,"Säkerhetschef, verksamhetsnära chef"
7510,3354,Säkerhetsingenjör
7511,3354,Säkerhetsinspektör
7512,5413,"Säkerhetskontrollant, flygplats"
7513,3354,"Säkerhetsrådgivare, farligt gods"
7514,2516,"Säkerhetsrådgivare, IT"
7515,3322,"Säkerhetsrådgivare, larm"
7516,5413,"Säkerhetsvakt, flygplats"
7517,3322,Säljansvarig
7518,3322,"Säljare, annonser"
7519,5223,"Säljare, bil, båt, husvagn"
7520,5230,"Säljare, biljetter"
7521,3321,"Säljare, försäkringar"
7522,3322,"Säljare, grossist"
7523,3322,"Säljare, partihandel"
7524,3322,"Säljare, representant"
7525,4221,"Säljare, resebyrå"
7526,3322,"Säljare, tjänster"
7527,4114,Säljassistent
7528,3322,Säljfrämjare
7529,3322,Säljkonsulent
7530,3322,Säljkoordinator
7531,3322,"Säljledare, företag"
7532,4221,"Säljledare, resebyrå"
7533,4114,Säljsekreterare
7534,4114,Säljsupporter
7535,1112,"Sändebud, beskickningschef"
7536,3433,"Sändningsledare, TV"
7537,3521,Sändningstekniker
7538,7223,Sänkgnistare
7539,7221,Sänksmed
7540,2351,Särskollärare
7541,7321,Sättare
7542,7321,Sätterifaktor
7543,8129,Sätthärdare
7544,7532,"Sömmare, bilklädsel"
7545,7532,"Sömmare, segel"
7546,7532,"Sömmare, tält"
7547,7531,"Sömmerska, ateljé"
7548,8159,"Sömmerska, konfektion"
7549,8159,"Sömmerska, möbelstoppning"
7550,3449,Sömnadskonsulent
7551,2330,"Sömnadslärare, grund- o. gymnasieskola"
7552,2320,"Sömnadslärare, yrkesinriktad utb."
7553,7223,Sömsvetsare
7554,8131,"Tablettekniker, läkemedelsindustri"
7555,8131,"Tablettoperatör, läkemedelsindustri"
7556,3433,"Tablåläggare, TV"
7557,9320,Tagelvaruarbetare
7558,7123,Tak- och fasadisolerare
7559,7123,Takisolerare
7560,7121,Takläggare
7561,7121,Takmontör
7562,7213,Takplåtslagare
7563,7523,Takspåntillverkare
7564,7121,Taktäckare
7565,2351,Tal- och språkpedagog
7566,2132,Talassolog
7567,3439,Talboksinläsare
7568,2641,Talboksproducent
7569,2641,Talboksredaktör
7570,3522,Talbokstekniker
7571,4323,Tallyman
7572,2351,Talpedagog
7573,3439,Taltidningsinläsare
7574,2642,Taltidningsredaktör
7575,2643,Taltjänsttolk
7576,9622,Tamburvaktmästare
7577,5149,Tandblekare
7578,3250,Tandhygienist
7579,2260,Tandläkare
7580,2260,Tandregleringsspecialist
7581,5350,Tandsköterska
7582,3214,Tandtekniker
7583,7311,Tandteknikerbiträde
7584,5349,Tandvårdsassistent
7585,5349,Tandvårdsbiträde
7586,1511,"Tandvårdschef, funktions- eller mellanchef"
7587,1512,"Tandvårdschef, verksamhetsnära chef"
7588,8332,Tankbilschaufför
7589,8332,Tankbilsförare
7590,9610,Tankrengörare
7591,7322,Tapetavsynare
7592,7533,"Tapetserare, inredning bil, båt m.m."
7593,7533,"Tapetserare, möbler m.m."
7594,7533,"Tapetserare, sömmare"
7595,7533,"Tapetserare, sömmerska"
7596,7533,"Tapetsör, inredning bil, båt m.m."
7597,7533,"Tapetsör, möbler m.m."
7598,7322,"Tapettryckare, maskinoperatör"
7599,7322,"Tapettryckare, schablontryck"
7600,7321,Tapetvalsgravör
7601,8169,"Tappare, bryggeri"
7602,8111,"Tappare, gruva"
7603,8193,"Tappare, metallugn"
7604,8169,Tappmaskinskötare
7605,3321,Tarifferare
7606,7611,Tarmförädlare
7607,7611,Tarmförädlingsarbetare
7608,5169,Tarotkonsulent
7609,3439,Tatuerare
7610,7124,Tavelinramare
7611,2651,Tavelkonservator
7612,3352,Taxeringsassistent
7613,3352,Taxeringsinspektör
7614,2422,Taxeringsintendent
7615,2411,Taxeringsrevisor
7616,8321,Taxichaufför
7617,8321,Taxiförare
7618,5113,Taxiguide
7619,4223,Taxitelefonist
7620,8311,T-baneförare
7621,4117,"Teamsekreterare, sjukvård"
7622,3339,Teateragent
7623,2161,Teaterarkitekt
7624,3433,Teaterassistent
7625,2654,"Teaterchef, utan chefshierarki"
7626,1120,"Teaterchef, med chefshierarki"
7627,3432,Teaterdekoratör
7628,3433,Teaterinspicient
7629,5230,Teaterkassör
7630,2654,Teaterkonsulent
7631,3432,Teatermålare
7632,2359,Teaterpedagog
7633,2654,"Teaterproducent, mindre företag"
7634,2654,"Teaterproducent, stort eller medelstort företag"
7635,2654,Teaterregissör
7636,3343,Teatersekreterare
7637,7522,Teatersnickare
7638,3522,Teatertekniker
7639,9622,Teatervaktmästare
7640,3521,Technical operation manager 
7641,2359,Teckenspråkslärare
7642,2643,Teckenspråkstolk
7643,2651,Tecknare
7644,2330,Teckningslärare
7645,8189,Tegelbruksarbetare
7646,8189,"Tegelbrännare, ugnsskötare"
7647,8189,Tegelformare
7648,3119,Tegelmästare
7649,8189,Tegelpressare
7650,7319,Tegelslagare
7651,8189,Tegeltekniker
7652,8189,Tegeltorkskötare
7653,8189,Tegelvaruarbetare
7654,xxxx,Tekniker (se under mer specificerad benämning)
7655,3117,Teknikillustratör
7656,2641,Teknikinformatör
7657,1341,"Teknisk chef, kommun, funktions- eller mellanchef"
7658,1342,"Teknisk chef, kommun, verksamhetsnära chef"
7659,3151,"Teknisk chef, maskinchef fartyg"
7660,3522,"Teknisk chef, teater"
7661,1371,"Teknisk chef, tillverkningsindustri, funktions- eller mellanchef"
7662,1372,"Teknisk chef, tillverkningsindustri, verksamhetsnära chef"
7663,1341,"Teknisk direktör, kommun, funktions- eller mellanchef"
7664,1342,"Teknisk direktör, kommun, verksamhetsnära chef"
7665,3117,Teknisk illustratör
7666,0110,Teknisk officer
7667,2641,Teknisk redaktör
7668,2641,Teknisk skribent
7669,3322,Teknisk säljare 
7670,3322,Teknisk säljare inom IT
7671,2643,Teknisk översättare
7672,3422,"Tekniskt biträde, travbana"
7673,3521,Telefaxtekniker
7674,5242,Telefonförsäljare
7675,4226,Telefonintervjuare
7676,4223,Telefonist
7677,7420,"Telefonmontör, installation"
7678,5242,Telefonombud
7679,5242,Telefonsäljare
7680,4223,Telegrafexpeditör
7681,5414,Telegrafist
7682,3113,Teleingenjör
7683,7420,Teleinstallatör
7684,3113,Telekommunikationstekniker
7685,5242,"Telekommunikatör, försäljning callcenter"
7686,4222,"Telekommunikatör, kundtjänst callcenter"
7687,7420,Telelinjemontör
7688,7420,"Telemontör, installation"
7689,1321,"Teleområdeschef, funktions- eller mellanchef"
7690,1322,"Teleområdeschef, verksamhetsnära chef"
7691,7420,Telereparatör
7692,7420,Telesignalmontör
7693,7420,Telesignalreparatör
7694,8342,"Teleskoptruckförare, anläggning"
7695,4322,"Teleskoptruckförare, lager"
7696,5242,Telesäljare
7697,7420,"Teletekniker, installation, reparation"
7698,7420,"Teletekniker, linjemontör"
7699,7420,Televäxelmontör
7700,8343,Telferförare
7701,7211,Tenngjutare
7702,3422,Tennisinstruktör
7703,3422,"Tennisinstruktör, motion"
7704,3422,Tennistränare
7705,7212,Tennlödare
7706,8121,Tennsprutare
7707,9629,Tentamensvakt
7708,2623,Teologisk forskare
7709,5349,Terapibiträde
7710,4420,"Terminalarbetare, brevterminal"
7711,9320,"Terminalarbetare, handpackare"
7712,9332,"Terminalarbetare, manuell godshantering"
7713,4322,"Terminalarbetare, ospec"
7714,4420,"Terminalarbetare, paketterminal"
7715,8344,"Terminalarbetare, truckförare"
7716,4323,"Terminalchef, vägtransport"
7717,7212,Termitsvetsare
7718,8192,Terpentindestillatör
7719,7119,Terrazzoarbetare
7720,8329,"Testförare, bil"
7721,3113,"Testingenjör, elektronik"
7722,3113,"Testingenjör, telekommunikation"
7723,2514,"Testledare, IT"
7724,7321,Text- och bildoperatör
7725,7319,Gravörtextare
7726,7321,Textbearbetare
7727,2641,"Texteditor, böcker"
7728,2642,"Texteditor, tidning"
7729,2641,Textförfattare
7730,8151,Textilblekare
7731,2179,Textildesigner
7732,2179,Textilformgivare
7733,8151,Textilfärgare
7734,3119,Textilingenjör
7735,2651,Textilkonservator
7736,2651,Textilkonstnär
7737,2330,"Textillärare, gymnasieskola"
7738,2341,"Textillärare, grundskola"
7739,8159,"Textilmaskinställare, garnberedning"
7740,8159,"Textilmaskinställare, vävning o. stickning"
7741,2341,"Textilslöjdslärare, grundskola"
7742,2330,"Textilslöjdslärare, gymnasieskola"
7743,2149,Textilteknolog
7744,8151,"Textiltryckare, maskinoperatör"
7745,7322,"Textiltryckare, schablontryck"
7746,8151,Textiltvättare
7747,7319,Textilvårdare
7748,7321,Textinskrivare
7749,2211,Thoraxkirurg
7750,9621,Tidningsbud
7751,9621,Tidningsdistributör
7752,9621,"Tidningsförsäljare, lösnummer"
7753,3439,Tidningsinläsare
7754,2642,Tidningsredigerare
7755,9621,Tidningsutbärare
7756,9621,Tidningsutdelare
7757,3113,"Tidsstudieingenjör, elektronik"
7758,3115,"Tidsstudieingenjör, kemiteknik"
7759,3114,"Tidsstudieingenjör, maskin"
7760,3113,"Tidsstudieingenjör, telekommunikation"
7761,7212,TIG-svetsare
7762,3114,"Tillförlitlighetsingenjör, maskin"
7763,3355,Tillgänglighetskonsult
7764,8141,"Tillskärare, gummi"
7765,8159,"Tillskärare, lädervaror"
7766,8159,"Tillskärare, maskinoperatör, textil"
7767,7533,"Tillskärare, möbler"
7768,7531,"Tillskärare, skinnkläder"
7769,8159,"Tillskärare, skor"
7770,7531,"Tillskärare, tygkonfektion"
7771,8181,Tillslutningsmaskinförare
7772,8181,Tillslutningsmaskinskötare
7773,3359,Tillståndsinspektör
7774,5152,"Tillsynsman, fastighet"
7775,5152,"Tillsynsman, fritidsanläggning"
7776,5412,"Tillsynsman, kriminalvård"
7777,2319,Timlärare
7778,8332,Timmerbilschaufför
7779,8332,Timmerbilsförare
7780,7111,Timmerhusbyggare
7781,8350,"Timmerman, fartyg"
7782,7111,"Timmerman, husbyggnad"
7783,8173,Timmermottagare
7784,6210,Timmermätare
7785,8173,Timmerräknare
7786,2612,Tingsfiskal
7787,2612,Tingsnotarie
7788,3342,Tingsvärd
7789,9629,"Tivoliarbetare, biljetthanterare"
7790,9629,"Tivoliarbetare, maskinförare"
7791,6121,Tjurskötare
7792,8132,Tjärkokare
7793,8171,TMP/CTMP-operatör
7794,9111,Toalettföreståndare
7795,8169,Tobaksarbetare
7796,8169,Tobaksberedare
7797,8159,Toffelspikare
7798,2643,"Tolk, dialog-"
7799,2643,"Tolk, konferens-"
7800,2643,"Tolk, kontakt-"
7801,2643,"Tolk, ospec"
7802,2643,"Tolk, rätts-"
7803,2643,"Tolk, sjukvårds-"
7804,3521,TOM (Technical Operation Manager)
7805,9210,Tomatplockare
7806,2652,Tonsättare
7807,3117,Topograf
7808,9520,"Torg- och marknadsförsäljare, ej tillagad mat"
7809,9520,"Torg- och marknadsförsäljare, tillagad mat"
7810,9520,"Torgförsäljare, ej tillagad mat"
7811,9520,"Torgförsäljare, tillagad mat"
7812,9520,"Torghandlare, ej tillagad mat"
7813,9520,"Torghandlare, tillagad mat"
7814,8172,"Torkare, papper"
7815,8172,"Torkare, pappersindustri"
7816,8173,Torkhusoperatör
7817,8171,"Torkmaskinförare, massaindustri"
7818,8151,"Torkmaskinskötare, textil"
7819,8173,Torkoperatör
7820,8173,"Torkskötare, fiberskivor"
7821,8163,"Torkskötare, kvarn"
7822,8173,"Torkskötare, trä"
7823,8173,Torktekniker
7824,8343,Tornkranförare
7825,8162,Torrmjölksarbetare
7826,9310,Torvarbetare
7827,9310,Torvförädlingsarbetare
7828,8342,Torvmaskinförare
7829,9310,Torvströarbetare
7830,5230,Totopersonal
7831,2131,Toxikolog
7832,2414,Trader
7833,4119,Traffic
7834,4119,Trafficman
7835,4221,"Trafikassistent, luftfart, passagerarservice"
7836,4323,"Trafikassistent, luftfart, rampagent"
7837,4323,"Trafikassistent, transportassistent"
7838,4323,"Trafikbefäl, järnväg"
7839,1321,"Trafikchef, funktions- eller mellanchef"
7840,1322,"Trafikchef, verksamhetsnära chef"
7841,4221,"Trafikexpedient, flyg"
7842,4221,"Trafikexpeditör, flyg"
7843,3153,Trafikflygare
7844,8312,"Trafikförman, järnväg"
7845,4323,"Trafikförman, vägtrafik"
7846,4221,Trafikinformatör
7847,3112,Trafikingenjör
7848,3354,Trafikinspektör
7849,4323,"Trafikkontrollör, flyg"
7850,4323,Trafikkoordinator
7851,4323,"Trafikledare, båttrafik"
7852,3154,"Trafikledare, flyg"
7853,4323,"Trafikledare, tåg"
7854,4323,"Trafikledare, vägtrafik"
7855,5419,Trafiklots
7856,3441,Trafiklärare
7857,4323,"Trafikmästare, tåg"
7858,4323,"Trafikmästare, vägtrafik"
7859,5413,Trafiknykterhetskontrollant
7860,3441,Trafikpedagog
7861,4323,"Trafikplanerare, järnväg"
7862,2422,"Trafikplanerare, offentlig förvaltning"
7863,4323,"Trafikplanerare, transportföretag"
7864,3360,Trafikpolis
7865,4323,Trafiksamordnare
7866,1491,"Trafikskolechef, funktions- eller mellanchef"
7867,1492,"Trafikskolechef, verksamhetsnära chef"
7868,3441,Trafikskollärare
7869,4221,Trafikupplysare
7870,5419,"Trafikvakt, parkeringsvakt"
7871,5419,"Trafikvakt, signalvakt"
7872,5112,"Trafikvärd, T-bana"
7873,5419,Trafikövervakare
7874,2654,Trailerproducent
7875,7231,Trailerreparatör
7876,8344,"Traktorförare, industri"
7877,8341,"Traktorförare, lantbruk"
7878,8341,"Traktorförare, skogsbruk"
7879,8342,"Traktorförare, snöröjning"
7880,7231,Traktormekaniker
7881,7231,Traktorreparatör
7882,3522,Tramp
7883,3113,Transformatorkonstruktör
7884,2643,Translator
7885,4323,Transportassistent
7886,1321,"Transportchef, funktions- eller mellanchef"
7887,1322,"Transportchef, verksamhetsnära chef"
7888,5412,"Transportförare, persontransport"
7889,3331,Transportingenjör
7890,4323,Transportledare
7891,4420,"Transportmästare, post"
7892,4323,Transportplanerare
7893,4323,Transportsamordnare
7894,3331,Transportsäljare
7895,3331,Transporttekniker
7896,8343,Transportörskötare
7897,3439,Trapetskonstnär
7898,9111,Trappstädare
7899,1741,"Travbaneföreståndare, funktions- eller mellanchef"
7900,1742,"Travbaneföreståndare, verksamhetsnära chef"
7901,4221,Travel consultant
7902,4221,Travel counselor
7903,3332,Travel manager
7904,8343,Traversförare
7905,3422,Travfunktionär
7906,6121,Travhästuppfödare
7907,3421,Travkusk
7908,3422,Travtränare
7909,3431,Trickfilmsfotograf
7910,8159,Trikåstickare
7911,3439,Trollkarl
7912,2652,Trubadur
7913,8342,"Truckförare, berg- eller gruvtruck"
7914,4322,"Truckförare, lager"
7915,8344,"Truckförare, lyfttruck"
7916,8344,Truckoperatör
7917,7231,Truckreparatör
7918,7224,Trumlare
7919,2652,"Trumslagare, populärmusik"
7920,7319,Trumtekniker
7921,7319,Trumtillverkare
7922,7322,"Tryckare, grafisk industri"
7923,8142,"Tryckare, plast, vaxduk"
7924,8151,"Tryckare, textil"
7925,3122,Tryckerifaktor
7926,3119,Tryckeriingenjör
7927,3339,Trycksaksfaktor
7928,2172,Trycksakstecknare
7929,7223,Trycksvarvare
7930,8129,Tråddragare
7931,7223,Trådgnistare
7932,8129,Trådriktare
7933,8129,"Trådspolare, metall"
7934,8122,Trådvalsare
7935,8163,Trågare
7936,7532,Trålbindare
7937,7523,"Träarbetare, maskinsnickare"
7938,7522,"Träarbetare, snickare"
7939,8173,"Träarbetare, sågverk"
7940,7523,"Träarbetare, tillverkning lastpallar"
7941,2651,"Träbildhuggare, konstnär"
7942,7522,"Träbildhuggare, snickeri"
7943,6210,Trädfällare
7944,6113,Trädgårdsanläggare
7945,6113,Trädgårdsanläggningsarbetare
7946,6112,Trädgårdsarbetare
7947,2162,Trädgårdsarkitekt
7948,6113,Trädgårdsassistent
7949,9210,Trädgårdsbiträde
7950,6112,Trädgårdsdirektör
7951,2134,Trädgårdsforskare
7952,6112,Trädgårdsföreståndare
7953,6112,Trädgårdsförman
7954,2134,Trädgårdsingenjör
7955,2134,Trädgårdskonsulent
7956,2320,Trädgårdslärare
7957,6113,"Trädgårdsmästare, anläggning"
7958,6112,"Trädgårdsmästare, odling"
7959,6112,Trädgårdsodlare
7960,2134,Trädgårdsrådgivare
7961,2134,Trädgårdstekniker
7962,6113,Trädvårdare
7963,8173,Träfiberskivearbetare
7964,7521,Träförgyllare
7965,8173,"Träindustriarbetare, träfiber"
7966,7523,"Träindustriarbetare, trävaror"
7967,7523,Trämaskinskötare
7968,7523,Trämaskinställare
7969,3422,"Tränare, idrott"
7970,3422,Träningsinstruktör
7971,3422,Träningsledare
7972,5349,"Träningslärare, rörelseträning"
7973,2651,Träskulptör
7974,7319,Träslöjdare
7975,7319,Träsnidare
7976,7523,Träsvarvare
7977,3119,Trätekniker
7978,9320,Träullsarbetare
7979,8181,Tubfyllare
7980,3351,Tullaspirant
7981,3351,Tullassistent
7982,4323,Tulldeklarant
7983,4323,Tulldeklarationshandläggare
7984,1591,"Tulldirektör, funktions- eller mellanchef"
7985,1592,"Tulldirektör, verksamhetsnära chef"
7986,3351,Tullinformatör
7987,3351,Tullinspektör
7988,4119,Tullkontorist
7989,4323,Tullombud
7990,9320,Tullpackhuskarl
7991,3351,Tullspecialist
7992,3331,Tulltaxerare
7993,3351,Tulltjänsteman
7994,3351,Tulluppsyningsman
7995,8173,"Tummare, sågverk"
7996,6210,Tumningschef
7997,9332,"Tunghanterare, gods m.m."
7998,7522,Tunnbindare
7999,7612,Tunnbrödsarbetare
8000,7612,Tunnbrödsbagare
8001,8311,Tunnelbaneförare
8002,5413,Tunnelbanevakt
8003,8115,Tunnelsprängare
8004,8311,Tunneltågförare
8005,7214,Tunnplåtslagare
8006,7214,"Tunnplåtslagare, industri"
8007,7233,"Turbinmontör, installation, reparation"
8008,8211,"Turbinmontör, tillverkning"
8009,7233,Turbinreparatör
8010,4221,Turistassistent
8011,1791,"Turistbyråchef, funktions- eller mellanchef"
8012,1792,"Turistbyråchef, verksamhetsnära chef"
8013,4221,Turistbyråföreståndare
8014,4221,Turistbyråtjänsteman
8015,1741,"Turistchef, funktions- eller mellanchef"
8016,1742,"Turistchef, verksamhetsnära chef"
8017,5113,Turistguide
8018,4221,Turistinformatör
8019,2422,Turistintendent
8020,2422,Turistsekreterare
8021,5113,Turistvärd
8022,5113,Turledare
8023,3339,Turnéledare
8024,3339,Turnéläggare
8025,3522,Turnétekniker
8026,2161,TV-arkitekt
8027,1120,"TV-chef, VD"
8028,1591,"TV-chef, övrig, funktions- eller mellanchef"
8029,1592,"TV-chef, övrig, verksamhetsnära chef"
8030,3431,TV-fotograf
8031,8159,Tvinnare
8032,3433,TV-inspicient
8033,8151,Tvistare
8034,2611,Tvistemålsadvokat
8035,2642,TV-journalist
8036,3439,TV-presentatör
8037,2654,TV-producent
